Node	Degree	R[0]	R[0] Rank	R[200]	Ranking	Network_Id
WRN_HUMAN	1.00	0.90	1450	0.00015	1190	1
CARM1_HUMAN	1.00	0.90	1451	0.00015	1191	1
ANXA2_HUMAN	1.00	0.90	1448	0.00015	1188	1
PPM1D_HUMAN	1.00	0.90	1449	0.00015	1189	1
UBP11_HUMAN	1.00	0.90	1446	0.00015	1186	1
MSH6_HUMAN	1.00	0.90	1447	0.00015	1187	1
KLF6_HUMAN	1.00	0.90	1444	0.00015	1184	1
ERCC3_HUMAN	1.00	0.90	1445	0.00015	1185	1
WT1_HUMAN	1.00	0.90	1442	0.00015	1182	1
ELL_HUMAN	1.00	0.90	1443	0.00015	1183	1
NUMB_HUMAN	1.00	0.90	1440	0.00015	1180	1
CDK8_HUMAN	1.00	0.90	1441	0.00015	1181	1
PRI1_HUMAN	1.00	0.90	1439	0.00015	1179	1
PCDA4_HUMAN	1.00	0.90	1438	0.00015	1178	1
CSN1_HUMAN	1.00	0.90	1437	0.00015	1177	1
CHK2_HUMAN	1.00	0.90	1436	0.00015	1176	1
BHE40_HUMAN	1.00	0.90	1435	0.00015	1175	1
PP4C_HUMAN	2.00	1.81	758	0.00024	420	1
SENP3_HUMAN	1.00	0.90	1434	0.00015	1174	1
SNAI1_HUMAN	1.00	0.90	1433	0.00015	1173	1
EPHA3_HUMAN	1.00	0.90	1432	0.00015	1172	1
MED21_HUMAN	1.00	0.90	1431	0.00015	1171	1
UIMC1_HUMAN	1.00	0.90	1430	0.00015	1170	1
MNDA_HUMAN	1.00	0.90	1429	0.00015	1169	1
TAF1B_HUMAN	1.00	0.90	1428	0.00015	1168	1
TAF1A_HUMAN	1.00	0.90	1427	0.00015	1167	1
CENPX_HUMAN	1.00	0.90	1426	0.00015	1166	1
MKRN1_HUMAN	1.00	0.90	1425	0.00015	1165	1
P52K_HUMAN	1.00	0.90	1479	0.00015	1219	1
CDN2C_HUMAN	1.00	0.90	1480	0.00015	1220	1
RSMN_HUMAN	1.00	0.90	1481	0.00015	1221	1
TAF1_HUMAN	1.00	0.90	1482	0.00015	1222	1
UBE2A_HUMAN	1.00	0.90	1475	0.00015	1215	1
ZMY11_HUMAN	1.00	0.90	1476	0.00015	1216	1
XPO1_HUMAN	1.00	0.90	1477	0.00015	1217	1
TIF1A_HUMAN	1.00	0.90	1478	0.00015	1218	1
ATF3_HUMAN	1.00	0.90	1471	0.00015	1211	1
KC1D_HUMAN	1.00	0.90	1472	0.00015	1212	1
SNUT2_HUMAN	1.00	0.90	1473	0.00015	1213	1
WDR48_HUMAN	1.00	0.90	1474	0.00015	1214	1
TIGAR_HUMAN	1.00	0.90	1468	0.00015	1208	1
E2F1_HUMAN	1.00	0.90	1469	0.00015	1209	1
EPHA2_HUMAN	2.00	1.81	762	0.00022	491	1
CCNG1_HUMAN	1.00	0.90	1470	0.00015	1210	1
NP1L1_HUMAN	1.00	0.90	1466	0.00015	1206	1
SUMO3_HUMAN	2.00	1.81	760	0.00024	422	1
DYRK2_HUMAN	1.00	0.90	1467	0.00015	1207	1
HDAC9_HUMAN	2.00	1.81	761	0.00024	423	1
PLK1_HUMAN	1.00	0.90	1463	0.00015	1203	1
BRCA2_HUMAN	1.00	0.90	1462	0.00015	1202	1
MAP9_HUMAN	1.00	0.90	1465	0.00015	1205	1
KDM4D_HUMAN	1.00	0.90	1464	0.00015	1204	1
CCNA2_HUMAN	1.00	0.90	1459	0.00015	1199	1
PRPK_HUMAN	1.00	0.90	1458	0.00015	1198	1
SRSF1_HUMAN	1.00	0.90	1461	0.00015	1201	1
IF16_HUMAN	1.00	0.90	1460	0.00015	1200	1
NDRG1_HUMAN	1.00	0.90	1455	0.00015	1195	1
PTEN_HUMAN	3.00	2.71	440	0.00026	362	1
AAKB1_HUMAN	1.00	0.90	1457	0.00015	1197	1
ANM5_HUMAN	1.00	0.90	1456	0.00015	1196	1
CABL2_HUMAN	1.00	0.90	1613	0.00015	1353	1
KPCD_HUMAN	3.00	2.71	445	0.00028	291	1
RFFL_HUMAN	2.00	1.81	774	0.00020	625	1
SNF5_HUMAN	1.00	0.90	1612	0.00015	1352	1
UCHL1_HUMAN	2.00	1.81	775	0.00024	427	1
MK10_HUMAN	1.00	0.90	1616	0.00015	1356	1
PTTG1_HUMAN	1.00	0.90	1615	0.00015	1355	1
ANM1_HUMAN	1.00	0.90	1614	0.00015	1354	1
UBE3A_HUMAN	2.00	1.81	776	0.00021	534	1
SKP2_HUMAN	1.00	0.90	1619	0.00015	1359	1
PHF20_HUMAN	1.00	0.90	1618	0.00015	1358	1
ANK2_HUMAN	1.00	0.90	1617	0.00015	1357	1
MBB1A_HUMAN	2.00	1.81	778	0.00024	428	1
PTTG_HUMAN	1.00	0.90	1621	0.00015	1361	1
STK6_HUMAN	1.00	0.90	1620	0.00015	1360	1
TEC_HUMAN	2.00	1.81	777	0.00021	566	1
VPRBP_HUMAN	1.00	0.90	1599	0.00015	1339	1
PPRB_HUMAN	1.00	0.90	1600	0.00015	1340	1
TAF9B_HUMAN	1.00	0.90	1597	0.00015	1337	1
NQO2_HUMAN	1.00	0.90	1598	0.00015	1338	1
BTK_HUMAN	2.00	1.81	773	0.00022	493	1
APOH_HUMAN	1.00	0.90	1603	0.00015	1343	1
MAT1_HUMAN	1.00	0.90	1601	0.00015	1341	1
AURKB_HUMAN	1.00	0.90	1602	0.00015	1342	1
S10A6_HUMAN	1.00	0.90	1606	0.00015	1346	1
TAD2A_HUMAN	1.00	0.90	1607	0.00015	1347	1
RL11_HUMAN	1.00	0.90	1604	0.00015	1344	1
SETD8_HUMAN	1.00	0.90	1605	0.00015	1345	1
ANXA7_HUMAN	1.00	0.90	1610	0.00015	1350	1
F173A_HUMAN	1.00	0.90	1611	0.00015	1351	1
PSD11_HUMAN	1.00	0.90	1608	0.00015	1348	1
RAP1B_HUMAN	1.00	0.90	1609	0.00015	1349	1
RD23A_HUMAN	1.00	0.90	1638	0.00015	1378	1
UFD1_HUMAN	1.00	0.90	1637	0.00015	1377	1
SHSA5_HUMAN	1.00	0.90	1640	0.00015	1380	1
ETHE1_HUMAN	1.00	0.90	1639	0.00015	1379	1
ETS2_HUMAN	1.00	0.90	1642	0.00015	1382	1
NCOR1_HUMAN	1.00	0.90	1641	0.00015	1381	1
SERPH_HUMAN	1.00	0.90	1644	0.00015	1384	1
RL26_HUMAN	1.00	0.90	1643	0.00015	1383	1
2ABB_HUMAN	2.00	1.81	780	0.00022	494	1
DUS26_HUMAN	1.00	0.90	1645	0.00015	1385	1
TAF6_HUMAN	1.00	0.90	1646	0.00015	1386	1
CD44_HUMAN	3.00	2.71	446	0.00028	305	1
ERCC2_HUMAN	1.00	0.90	1648	0.00015	1388	1
TOE1_HUMAN	1.00	0.90	1647	0.00015	1387	1
DTL_HUMAN	1.00	0.90	1650	0.00015	1390	1
CUL4A_HUMAN	1.00	0.90	1649	0.00015	1389	1
ZN668_HUMAN	1.00	0.90	1622	0.00015	1362	1
CHD8_HUMAN	1.00	0.90	1623	0.00015	1363	1
HMGA1_HUMAN	1.00	0.90	1624	0.00015	1364	1
SUPT3_HUMAN	1.00	0.90	1625	0.00015	1365	1
TAF10_HUMAN	1.00	0.90	1626	0.00015	1366	1
SMUF1_HUMAN	1.00	0.90	1627	0.00015	1367	1
SKI_HUMAN	1.00	0.90	1628	0.00015	1368	1
STK11_HUMAN	1.00	0.90	1629	0.00015	1369	1
GDF15_HUMAN	2.00	1.81	779	0.00021	579	1
ACL6A_HUMAN	1.00	0.90	1630	0.00015	1370	1
PRDM2_HUMAN	1.00	0.90	1631	0.00015	1371	1
ACTS_HUMAN	1.00	0.90	1632	0.00015	1372	1
CCAR1_HUMAN	1.00	0.90	1633	0.00015	1373	1
HMGB2_HUMAN	1.00	0.90	1634	0.00015	1374	1
FKBP3_HUMAN	1.00	0.90	1635	0.00015	1375	1
PHF1_HUMAN	1.00	0.90	1636	0.00015	1376	1
RNF43_HUMAN	1.00	0.90	1562	0.00015	1302	1
KAT2A_HUMAN	1.00	0.90	1561	0.00015	1301	1
CSN3_HUMAN	1.00	0.90	1560	0.00015	1300	1
HECW2_HUMAN	1.00	0.90	1559	0.00015	1299	1
RNF34_HUMAN	1.00	0.90	1558	0.00015	1298	1
FBX4_HUMAN	1.00	0.90	1557	0.00015	1297	1
NUB1_HUMAN	1.00	0.90	1556	0.00015	1296	1
PRAM_HUMAN	1.00	0.90	1555	0.00015	1295	1
ST65G_HUMAN	1.00	0.90	1568	0.00015	1308	1
TADA1_HUMAN	1.00	0.90	1567	0.00015	1307	1
TAF5L_HUMAN	1.00	0.90	1566	0.00015	1306	1
PAI1_HUMAN	3.00	2.71	443	0.00028	303	1
AGO2_HUMAN	1.00	0.90	1565	0.00015	1305	1
CSN4_HUMAN	1.00	0.90	1564	0.00015	1304	1
CSN6_HUMAN	2.00	1.81	769	0.00024	426	1
CSN7A_HUMAN	1.00	0.90	1563	0.00015	1303	1
CSN8_HUMAN	1.00	0.90	1547	0.00015	1287	1
NOTC1_HUMAN	3.00	2.71	442	0.00028	302	1
DPH1_HUMAN	1.00	0.90	1545	0.00015	1285	1
NQO1_HUMAN	1.00	0.90	1546	0.00015	1286	1
LAMA4_HUMAN	1.00	0.90	1543	0.00015	1283	1
TF2H4_HUMAN	1.00	0.90	1544	0.00015	1284	1
FETA_HUMAN	1.00	0.90	1542	0.00015	1282	1
MMP2_HUMAN	2.00	1.81	767	0.00021	578	1
AGO1_HUMAN	1.00	0.90	1553	0.00015	1293	1
ASF1A_HUMAN	1.00	0.90	1554	0.00015	1294	1
CUL4B_HUMAN	1.00	0.90	1551	0.00015	1291	1
TRI39_HUMAN	1.00	0.90	1552	0.00015	1292	1
BRD8_HUMAN	1.00	0.90	1549	0.00015	1289	1
ZMIZ2_HUMAN	1.00	0.90	1550	0.00015	1290	1
UBC1_HUMAN	1.00	0.90	1548	0.00015	1288	1
ELAV1_HUMAN	2.00	1.81	768	0.00021	564	1
IF2B1_HUMAN	1.00	0.90	1587	0.00015	1327	1
HS71L_HUMAN	1.00	0.90	1586	0.00015	1326	1
LPPRC_HUMAN	1.00	0.90	1589	0.00015	1329	1
IASPP_HUMAN	1.00	0.90	1588	0.00015	1328	1
PSMD4_HUMAN	2.00	1.81	771	0.00021	533	1
PIDD_HUMAN	2.00	1.81	770	0.00020	624	1
ADHX_HUMAN	1.00	0.90	1585	0.00015	1325	1
NUAK1_HUMAN	1.00	0.90	1584	0.00015	1324	1
ASPM_HUMAN	1.00	0.90	1594	0.00015	1334	1
LIF_HUMAN	1.00	0.90	1593	0.00015	1333	1
PIWL1_HUMAN	1.00	0.90	1596	0.00015	1336	1
NPRL3_HUMAN	1.00	0.90	1595	0.00015	1335	1
COIA1_HUMAN	2.00	1.81	772	0.00021	565	1
CBPC2_HUMAN	1.00	0.90	1590	0.00015	1330	1
DNJB6_HUMAN	1.00	0.90	1592	0.00015	1332	1
MTHSD_HUMAN	1.00	0.90	1591	0.00015	1331	1
MYL9_HUMAN	1.00	0.90	1573	0.00015	1313	1
SMRD2_HUMAN	1.00	0.90	1574	0.00015	1314	1
SPSB1_HUMAN	1.00	0.90	1575	0.00015	1315	1
TPC11_HUMAN	1.00	0.90	1576	0.00015	1316	1
TRM11_HUMAN	1.00	0.90	1569	0.00015	1309	1
TTLL5_HUMAN	1.00	0.90	1570	0.00015	1310	1
UBE2B_HUMAN	1.00	0.90	1571	0.00015	1311	1
ADRO_HUMAN	1.00	0.90	1572	0.00015	1312	1
BDNF_HUMAN	3.00	2.71	444	0.00028	304	1
AIFM2_HUMAN	1.00	0.90	1581	0.00015	1321	1
PCBP4_HUMAN	1.00	0.90	1582	0.00015	1322	1
ZN148_HUMAN	1.00	0.90	1583	0.00015	1323	1
AP2C_HUMAN	1.00	0.90	1577	0.00015	1317	1
EGR1_HUMAN	1.00	0.90	1578	0.00015	1318	1
RCC1_HUMAN	1.00	0.90	1579	0.00015	1319	1
TBP_HUMAN	1.00	0.90	1580	0.00015	1320	1
DDIT4_HUMAN	1.00	0.90	1747	0.00015	1487	1
BMI1_HUMAN	1.00	0.90	1748	0.00015	1488	1
YBOX1_HUMAN	2.00	1.81	790	0.00021	569	1
TOP2A_HUMAN	1.00	0.90	1749	0.00015	1489	1
MTA1_HUMAN	1.00	0.90	1743	0.00015	1483	1
SMCA4_HUMAN	1.00	0.90	1744	0.00015	1484	1
RL23_HUMAN	1.00	0.90	1745	0.00015	1485	1
SNAI2_HUMAN	1.00	0.90	1746	0.00015	1486	1
SPB5_HUMAN	1.00	0.90	1740	0.00015	1480	1
STEA3_HUMAN	1.00	0.90	1741	0.00015	1481	1
GRP75_HUMAN	2.00	1.81	789	0.00024	435	1
PRDM1_HUMAN	1.00	0.90	1742	0.00015	1482	1
SH21A_HUMAN	1.00	0.90	1737	0.00015	1477	1
CSPG2_HUMAN	1.00	0.90	1738	0.00015	1478	1
TR10C_HUMAN	1.00	0.90	1739	0.00015	1479	1
X3CL1_HUMAN	2.00	1.81	788	0.00021	580	1
CGHB_HUMAN	1.00	0.90	1763	0.00015	1503	1
PNPH_HUMAN	1.00	0.90	1762	0.00015	1502	1
TDP1_HUMAN	1.00	0.90	1765	0.00015	1505	1
DHC24_HUMAN	1.00	0.90	1764	0.00015	1504	1
DPOLA_HUMAN	1.00	0.90	1759	0.00015	1499	1
HS90B_HUMAN	1.00	0.90	1758	0.00015	1498	1
MSX1_HUMAN	1.00	0.90	1761	0.00015	1501	1
NECD_HUMAN	1.00	0.90	1760	0.00015	1500	1
NUCL_HUMAN	1.00	0.90	1755	0.00015	1495	1
PHB_HUMAN	1.00	0.90	1754	0.00015	1494	1
PLK3_HUMAN	1.00	0.90	1757	0.00015	1497	1
S100B_HUMAN	1.00	0.90	1756	0.00015	1496	1
EDN2_HUMAN	1.00	0.90	1751	0.00015	1491	1
RGCC_HUMAN	1.00	0.90	1750	0.00015	1490	1
TYRP1_HUMAN	1.00	0.90	1753	0.00015	1493	1
EF2_HUMAN	1.00	0.90	1752	0.00015	1492	1
TF2H1_HUMAN	1.00	0.90	1720	0.00015	1460	1
TOP2B_HUMAN	1.00	0.90	1721	0.00015	1461	1
MAFK_HUMAN	1.00	0.90	1718	0.00015	1458	1
CRSP6_HUMAN	1.00	0.90	1719	0.00015	1459	1
SIK1_HUMAN	1.00	0.90	1716	0.00015	1456	1
EP400_HUMAN	1.00	0.90	1717	0.00015	1457	1
HIC1_HUMAN	1.00	0.90	1715	0.00015	1455	1
VHL_HUMAN	2.00	1.81	786	0.00021	567	1
CR2_HUMAN	1.00	0.90	1713	0.00015	1453	1
SSR3_HUMAN	1.00	0.90	1714	0.00015	1454	1
RS27A_HUMAN	1.00	0.90	1712	0.00015	1452	1
M4K4_HUMAN	3.00	2.71	448	0.00027	336	1
TF3B_HUMAN	1.00	0.90	1710	0.00015	1450	1
ANGI_HUMAN	1.00	0.90	1711	0.00015	1451	1
NTH_HUMAN	1.00	0.90	1708	0.00015	1448	1
SCN3B_HUMAN	1.00	0.90	1709	0.00015	1449	1
TAD3L_HUMAN	1.00	0.90	1736	0.00015	1476	1
TXNIP_HUMAN	1.00	0.90	1735	0.00015	1475	1
NOTC4_HUMAN	2.00	1.81	787	0.00021	568	1
RING1_HUMAN	1.00	0.90	1734	0.00015	1474	1
KC1G1_HUMAN	1.00	0.90	1733	0.00015	1473	1
KC1G3_HUMAN	1.00	0.90	1732	0.00015	1472	1
PPM1J_HUMAN	1.00	0.90	1731	0.00015	1471	1
SORT_HUMAN	1.00	0.90	1730	0.00015	1470	1
TTC5_HUMAN	1.00	0.90	1729	0.00015	1469	1
ZN274_HUMAN	1.00	0.90	1728	0.00015	1468	1
TFAP4_HUMAN	1.00	0.90	1727	0.00015	1467	1
HEXI1_HUMAN	1.00	0.90	1726	0.00015	1466	1
SIRT1_HUMAN	1.00	0.90	1725	0.00015	1465	1
ANM3_HUMAN	1.00	0.90	1724	0.00015	1464	1
CEBPZ_HUMAN	1.00	0.90	1723	0.00015	1463	1
MUC2_HUMAN	1.00	0.90	1722	0.00015	1462	1
DDX5_HUMAN	1.00	0.90	1687	0.00015	1427	1
TSP1_HUMAN	1.00	0.90	1688	0.00015	1428	1
RIR2_HUMAN	1.00	0.90	1689	0.00015	1429	1
ING2_HUMAN	1.00	0.90	1690	0.00015	1430	1
GPX2_HUMAN	1.00	0.90	1691	0.00015	1431	1
KAD6_HUMAN	1.00	0.90	1692	0.00015	1432	1
ICAM1_HUMAN	4.00	3.61	289	0.00035	192	1
ODBB_HUMAN	1.00	0.90	1693	0.00015	1433	1
KITH_HUMAN	1.00	0.90	1680	0.00015	1420	1
TR10A_HUMAN	1.00	0.90	1681	0.00015	1421	1
CND2_HUMAN	1.00	0.90	1682	0.00015	1422	1
IMA2_HUMAN	1.00	0.90	1683	0.00015	1423	1
T2AG_HUMAN	1.00	0.90	1684	0.00015	1424	1
DMTF1_HUMAN	1.00	0.90	1685	0.00015	1425	1
PSMD6_HUMAN	2.00	1.81	783	0.00020	687	1
RABL6_HUMAN	1.00	0.90	1686	0.00015	1426	1
RING2_HUMAN	1.00	0.90	1701	0.00015	1441	1
RNF39_HUMAN	1.00	0.90	1700	0.00015	1440	1
RS26_HUMAN	1.00	0.90	1703	0.00015	1443	1
SGT1_HUMAN	1.00	0.90	1702	0.00015	1442	1
SMAD1_HUMAN	1.00	0.90	1705	0.00015	1445	1
T22D1_HUMAN	1.00	0.90	1704	0.00015	1444	1
TAF5_HUMAN	1.00	0.90	1707	0.00015	1447	1
TRIM8_HUMAN	1.00	0.90	1706	0.00015	1446	1
UBD_HUMAN	1.00	0.90	1695	0.00015	1435	1
ZHANG_HUMAN	1.00	0.90	1694	0.00015	1434	1
PCNA_HUMAN	1.00	0.90	1697	0.00015	1437	1
FBLN4_HUMAN	1.00	0.90	1696	0.00015	1436	1
MSH2_HUMAN	2.00	1.81	784	0.00024	430	1
NOG1_HUMAN	1.00	0.90	1698	0.00015	1438	1
EZH2_HUMAN	2.00	1.81	785	0.00024	431	1
DNLI1_HUMAN	1.00	0.90	1699	0.00015	1439	1
SESN1_HUMAN	1.00	0.90	1661	0.00015	1401	1
SIAH1_HUMAN	1.00	0.90	1662	0.00015	1402	1
KLF10_HUMAN	1.00	0.90	1659	0.00015	1399	1
UB2D1_HUMAN	1.00	0.90	1660	0.00015	1400	1
DKK1_HUMAN	1.00	0.90	1665	0.00015	1405	1
SAE1_HUMAN	1.00	0.90	1666	0.00015	1406	1
THB1_HUMAN	1.00	0.90	1663	0.00015	1403	1
MARK2_HUMAN	1.00	0.90	1664	0.00015	1404	1
HDAC8_HUMAN	1.00	0.90	1653	0.00015	1393	1
XPO2_HUMAN	1.00	0.90	1654	0.00015	1394	1
AROS_HUMAN	1.00	0.90	1651	0.00015	1391	1
THB2_HUMAN	1.00	0.90	1652	0.00015	1392	1
RS27L_HUMAN	1.00	0.90	1657	0.00015	1397	1
S10A1_HUMAN	1.00	0.90	1658	0.00015	1398	1
TRXR1_HUMAN	1.00	0.90	1655	0.00015	1395	1
CCNK_HUMAN	1.00	0.90	1656	0.00015	1396	1
IRF5_HUMAN	1.00	0.90	1676	0.00015	1416	1
CENPA_HUMAN	1.00	0.90	1675	0.00015	1415	1
GHR_HUMAN	1.00	0.90	1674	0.00015	1414	1
DDX17_HUMAN	2.00	1.81	781	0.00024	429	1
IF5A1_HUMAN	1.00	0.90	1679	0.00015	1419	1
2A5G_HUMAN	2.00	1.81	782	0.00020	686	1
LEU1_HUMAN	1.00	0.90	1678	0.00015	1418	1
MT1A_HUMAN	1.00	0.90	1677	0.00015	1417	1
NFS1_HUMAN	1.00	0.90	1669	0.00015	1409	1
TR10D_HUMAN	1.00	0.90	1668	0.00015	1408	1
CITE1_HUMAN	1.00	0.90	1667	0.00015	1407	1
IBP3_HUMAN	3.00	2.71	447	0.00028	306	1
RS3_HUMAN	1.00	0.90	1673	0.00015	1413	1
PLPL9_HUMAN	1.00	0.90	1672	0.00015	1412	1
MAP1B_HUMAN	1.00	0.90	1671	0.00015	1411	1
MAGD2_HUMAN	1.00	0.90	1670	0.00015	1410	1
SRPK1_HUMAN	1.00	0.90	1819	0.00015	1529	1
BTG2_HUMAN	1.00	0.90	1818	0.00015	1528	1
PAGR1_HUMAN	1.00	0.90	1821	0.00015	1531	1
SAFB2_HUMAN	1.00	0.90	1820	0.00015	1530	1
Z385A_HUMAN	1.00	0.90	1816	0.00015	1526	1
MDR1_HUMAN	1.00	0.90	1815	0.00015	1525	1
BRE1B_HUMAN	1.00	0.90	1817	0.00015	1527	1
DC1I1_HUMAN	2.00	1.81	808	0.00024	433	1
CP24A_HUMAN	4.00	3.61	291	0.00029	268	1
EHMT1_HUMAN	1.00	0.90	1826	0.00015	1536	1
TBA1C_HUMAN	1.00	0.90	1828	0.00015	1538	1
ARP10_HUMAN	1.00	0.90	1827	0.00015	1537	1
AUGN_HUMAN	1.00	0.90	1823	0.00015	1533	1
CL049_HUMAN	1.00	0.90	1822	0.00015	1532	1
ECE2_HUMAN	1.00	0.90	1825	0.00015	1535	1
FRAS1_HUMAN	1.00	0.90	1824	0.00015	1534	1
MAGH1_HUMAN	2.00	1.81	809	0.00020	626	1
MKL2_HUMAN	1.00	0.90	1833	0.00015	1543	1
PCDA7_HUMAN	1.00	0.90	1834	0.00015	1544	1
STAT_HUMAN	1.00	0.90	1835	0.00015	1545	1
VIPR2_HUMAN	1.00	0.90	1829	0.00015	1539	1
CPSF6_HUMAN	1.00	0.90	1830	0.00015	1540	1
DEP1A_HUMAN	1.00	0.90	1831	0.00015	1541	1
E41LB_HUMAN	1.00	0.90	1832	0.00015	1542	1
FA64A_HUMAN	1.00	0.90	1840	0.00015	1550	1
MS18A_HUMAN	1.00	0.90	1841	0.00015	1551	1
TBC31_HUMAN	1.00	0.90	1842	0.00015	1552	1
TGFA_HUMAN	2.00	1.81	810	0.00021	581	1
RNC_HUMAN	1.00	0.90	1836	0.00015	1546	1
Q9NZC7_HUMAN	1.00	0.90	1837	0.00015	1547	1
KLF4_HUMAN	1.00	0.90	1838	0.00015	1548	1
DGCR8_HUMAN	1.00	0.90	1839	0.00015	1549	1
NOTC2_HUMAN	1.00	0.90	1798	0.00015	1512	1
TERT_HUMAN	1.00	0.90	1797	0.00015	1511	1
DNJA3_HUMAN	1.00	0.90	1796	0.00015	1510	1
UB2G2_HUMAN	1.00	0.90	1795	0.00015	1509	1
MAGC2_HUMAN	1.00	0.90	1794	0.00015	1508	1
TAF1C_HUMAN	2.00	1.81	805	0.00024	432	1
CCNB1_HUMAN	1.00	0.90	1793	0.00015	1507	1
ANGT_HUMAN	1.00	0.90	1792	0.00015	1506	1
BCL6_HUMAN	1.00	0.90	1804	0.00015	1518	1
TCP4_HUMAN	1.00	0.90	1803	0.00015	1517	1
FHL2_HUMAN	1.00	0.90	1802	0.00015	1516	1
TIMP3_HUMAN	1.00	0.90	1801	0.00015	1515	1
ZHX2_HUMAN	2.00	1.81	807	0.00021	570	1
DDB2_HUMAN	1.00	0.90	1800	0.00015	1514	1
APC_HUMAN	2.00	1.81	806	0.00022	495	1
CAF1A_HUMAN	1.00	0.90	1799	0.00015	1513	1
CDN2D_HUMAN	1.00	0.90	1809	0.00015	1523	1
BUB1_HUMAN	1.00	0.90	1810	0.00015	1524	1
CCNE2_HUMAN	1.00	0.90	1808	0.00015	1522	1
IGF1_HUMAN	3.00	2.71	473	0.00028	307	1
TDG_HUMAN	1.00	0.90	1806	0.00015	1520	1
KLK3_HUMAN	1.00	0.90	1807	0.00015	1521	1
RPA1_HUMAN	1.00	0.90	1805	0.00015	1519	1
PERI_HUMAN	7.00	6.32	120	0.00084	55	1
PRPH2_HUMAN	4.00	3.61	290	0.00062	75	1
RDS_HUMAN	1.00	0.90	1814	0.00016	853	1
K1C15_HUMAN	1.00	0.90	1812	0.00016	851	1
GBRL1_HUMAN	1.00	0.90	1813	0.00016	852	1
GBRL2_HUMAN	1.00	0.90	1811	0.00016	850	1
PON1_HUMAN	31.00	27.98	43	0.00189	47	1
PON2_HUMAN	40.00	36.10	34	0.00249	36	1
PON3_HUMAN	37.00	33.39	39	0.00224	40	1
APOA2_HUMAN	1.00	0.90	1789	0.00011	2338	1
PPAC_HUMAN	3.00	2.71	450	0.00021	540	1
CP1A1_HUMAN	3.00	2.71	451	0.00021	541	1
CP2E1_HUMAN	2.00	1.81	799	0.00016	838	1
CP1A2_HUMAN	3.00	2.71	453	0.00021	543	1
CP2D6_HUMAN	3.00	2.71	452	0.00021	542	1
CAP7_HUMAN	3.00	2.71	455	0.00021	545	1
COQ6_HUMAN	3.00	2.71	454	0.00021	544	1
CP19A_HUMAN	3.00	2.71	457	0.00021	547	1
CP26A_HUMAN	3.00	2.71	456	0.00021	546	1
CP26B_HUMAN	3.00	2.71	459	0.00021	549	1
CP27B_HUMAN	3.00	2.71	458	0.00021	548	1
CP39A_HUMAN	3.00	2.71	461	0.00021	551	1
CP3A3_HUMAN	3.00	2.71	460	0.00021	550	1
CP46A_HUMAN	3.00	2.71	463	0.00021	553	1
CP4B1_HUMAN	3.00	2.71	462	0.00021	552	1
CP4F8_HUMAN	3.00	2.71	464	0.00021	554	1
CP4FB_HUMAN	3.00	2.71	465	0.00021	555	1
CP4FC_HUMAN	3.00	2.71	466	0.00021	556	1
CP7B1_HUMAN	3.00	2.71	467	0.00021	557	1
PPA5_HUMAN	3.00	2.71	468	0.00021	558	1
PPAL_HUMAN	3.00	2.71	469	0.00021	559	1
PPBI_HUMAN	3.00	2.71	470	0.00021	560	1
5HT2A_HUMAN	1.00	0.90	1790	0.00011	2304	1
CP1B1_HUMAN	2.00	1.81	800	0.00016	839	1
CP2F1_HUMAN	2.00	1.81	801	0.00016	840	1
CP343_HUMAN	1.00	0.90	1791	0.00011	2305	1
CP3A5_HUMAN	2.00	1.81	802	0.00016	841	1
CP8B1_HUMAN	2.00	1.81	803	0.00016	842	1
PPAP_HUMAN	2.00	1.81	804	0.00016	843	1
PPB1_HUMAN	3.00	2.71	471	0.00023	470	1
PPBN_HUMAN	3.00	2.71	472	0.00023	471	1
PPBT_HUMAN	3.00	2.71	449	0.00023	469	1
MYOZ2_HUMAN	2.00	1.81	793	0.00016	1021	1
RCAN1_HUMAN	2.00	1.81	792	0.00018	762	1
MYOZ3_HUMAN	2.00	1.81	791	0.00016	1020	1
GBRB2_HUMAN	1.00	0.90	1769	0.00011	2313	1
RCAN2_HUMAN	1.00	0.90	1768	0.00011	2312	1
CP074_HUMAN	1.00	0.90	1767	0.00011	2311	1
CRTC2_HUMAN	1.00	0.90	1766	0.00011	2310	1
IRF2_HUMAN	2.00	1.81	794	0.00016	1022	1
RFC5_HUMAN	1.00	0.90	1772	0.00011	2316	1
PSA6_HUMAN	1.00	0.90	1771	0.00011	2315	1
E2AK4_HUMAN	1.00	0.90	1770	0.00011	2314	1
IDH3G_HUMAN	1.00	0.90	1776	0.00011	2320	1
MYOZ1_HUMAN	1.00	0.90	1775	0.00011	2319	1
PHLP2_HUMAN	1.00	0.90	1774	0.00011	2318	1
SYNJ1_HUMAN	1.00	0.90	1773	0.00011	2317	1
GBRG2_HUMAN	1.00	0.90	1779	0.00011	2323	1
GBRA1_HUMAN	1.00	0.90	1780	0.00011	2324	1
AKAP5_HUMAN	1.00	0.90	1777	0.00011	2321	1
CHP3_HUMAN	1.00	0.90	1778	0.00011	2322	1
PPR1A_HUMAN	1.00	0.90	1782	0.00011	2326	1
IPPD_HUMAN	1.00	0.90	1783	0.00011	2327	1
UBP14_HUMAN	1.00	0.90	1781	0.00011	2325	1
CABIN_HUMAN	2.00	1.81	795	0.00016	1023	1
RUVB2_HUMAN	1.00	0.90	1784	0.00011	2328	1
